latitude,longitude,time,surfaceheight,windspeed,winddirection,significantwaveheight,primarywaveperiod,primarywavedirection,swellheight,depth,currentspeed,currentdirection,temperature,salinity,pressure_dbars,sound_speed_ms
30.07574,-88.79614,2025-01-16 15:00:00,-0.31,9.03,-105,,,,,6.0,0.07,138,17.58,34.1,0.6043829072956914,1513.5265259851226
30.07574,-88.79614,2025-01-16 15:00:00,-0.31,9.03,-105,,,,,8.0,0.06,112,17.63,34.24,0.8058474905344138,1513.837306368178
30.048661,-88.581252,2025-01-16 15:00:00,-0.3,9.68,-107,,,,,8.0,0.07,257,17.19,33.55,0.805845744045588,1511.740607186712
30.07574,-88.79614,2025-01-16 15:00:00,-0.31,9.03,-105,,,,,10.0,0.05,87,17.55,34.37,1.0073138809223379,1513.7522082418516
30.048661,-88.581252,2025-01-16 15:00:00,-0.3,9.68,-107,,,,,10.0,0.05,259,17.19,33.55,1.0073116977843035,1511.7439524666743
30.07574,-88.79614,2025-01-16 15:00:00,-0.31,9.03,-105,,,,,12.0,0.04,70,17.22,34.37,1.2087820785096997,1512.7743989763226
30.048661,-88.581252,2025-01-16 15:00:00,-0.3,9.68,-107,,,,,12.0,0.03,267,17.2,33.55,1.208779458707386,1511.7772558313366
30.048661,-88.581252,2025-01-16 15:00:00,-0.3,9.68,-107,,,,,15.0,0.02,323,17.2,33.55,1.5109844886747874,1511.782273922781
30.048661,-88.581252,2025-01-16 15:00:00,-0.3,9.68,-107,,,,,20.0,0.05,8,17.22,33.48,2.014668575243088,1511.77054836881
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,0.0,0.29,251,17.21,33.56,0.0,1511.7985612984762
30.261,-89.08007,2025-01-16 18:00:00,-0.41,1.92,-97,,,,,0.0,0.33,155,15.41,32.37,0.0,1504.8997781293047
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,0.0,0.11,236,16.44,32.72,0.0,1508.5036322255442
30.261,-89.08007,2025-01-16 18:00:00,-0.41,1.92,-97,,,,,2.0,0.12,58,15.38,32.35,0.2014621554748501,1504.785386835309
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,2.0,0.26,257,17.21,33.56,0.20145872547346916,1511.8019065555782
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,2.0,0.09,245,16.83,33.43,0.20145916207746495,1510.5092865986637
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,4.0,0.21,266,17.21,33.56,0.40291925794040717,1511.8052518428774
30.261,-89.08007,2025-01-16 18:00:00,-0.41,1.92,-97,,,,,4.0,0.07,348,15.32,32.43,0.40292611803610634,1504.692203580635
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,4.0,0.06,255,17.36,33.85,0.4029201311609579,1512.584564247664
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,6.0,0.16,274,17.21,33.57,0.6043815974485386,1511.8200245075259
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,6.0,0.04,272,17.59,34.11,0.6043829072956914,1513.5675232968838
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,8.0,0.02,309,17.64,34.27,0.8058474905344138,1513.9010346932532
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,8.0,0.11,280,17.21,33.57,0.805845744045588,1511.8233698604033
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,10.0,0.03,357,17.56,34.38,1.0073138809223379,1513.7932090642587
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,10.0,0.08,289,17.21,33.58,1.0073116977843035,1511.838142687691
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,12.0,0.04,14,17.22,34.39,1.2087820785096997,1512.7972661983506
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,12.0,0.06,305,17.22,33.58,1.208779458707386,1511.8714276033797
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,15.0,0.06,334,17.22,33.59,1.5109844886747874,1511.887872459926
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,20.0,0.06,356,17.23,33.51,2.014668575243088,1511.8347642837853
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,0.0,0.29,251,17.21,33.56,0.0,1511.7985612984762
30.261,-89.08007,2025-01-16 18:00:00,-0.41,1.92,-97,,,,,0.0,0.33,155,15.41,32.37,0.0,1504.8997781293047
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,0.0,0.11,236,16.44,32.72,0.0,1508.5036322255442
30.261,-89.08007,2025-01-16 18:00:00,-0.41,1.92,-97,,,,,2.0,0.12,58,15.38,32.35,0.2014621554748501,1504.785386835309
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,2.0,0.26,257,17.21,33.56,0.20145872547346916,1511.8019065555782
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,2.0,0.09,245,16.83,33.43,0.20145916207746495,1510.5092865986637
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,4.0,0.21,266,17.21,33.56,0.40291925794040717,1511.8052518428774
30.261,-89.08007,2025-01-16 18:00:00,-0.41,1.92,-97,,,,,4.0,0.07,348,15.32,32.43,0.40292611803610634,1504.692203580635
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,4.0,0.06,255,17.36,33.85,0.4029201311609579,1512.584564247664
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,6.0,0.16,274,17.21,33.57,0.6043815974485386,1511.8200245075259
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,6.0,0.04,272,17.59,34.11,0.6043829072956914,1513.5675232968838
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,8.0,0.02,309,17.64,34.27,0.8058474905344138,1513.9010346932532
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,8.0,0.11,280,17.21,33.57,0.805845744045588,1511.8233698604033
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,10.0,0.03,357,17.56,34.38,1.0073138809223379,1513.7932090642587
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,10.0,0.08,289,17.21,33.58,1.0073116977843035,1511.838142687691
30.07574,-88.79614,2025-01-16 18:00:00,-0.25,4.28,-96,,,,,12.0,0.04,14,17.22,34.39,1.2087820785096997,1512.7972661983506
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,12.0,0.06,305,17.22,33.58,1.208779458707386,1511.8714276033797
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,15.0,0.06,334,17.22,33.59,1.5109844886747874,1511.887872459926
30.048661,-88.581252,2025-01-16 18:00:00,-0.24,4.81,-98,,,,,20.0,0.06,356,17.23,33.51,2.014668575243088,1511.8347642837853
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,0.0,0.28,262,17.3,33.53,0.0,1512.0334920977218
30.261,-89.08007,2025-01-16 21:00:00,0.2,2.59,5,,,,,0.0,0.25,171,15.6,32.34,0.0,1505.462118190929
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,0.0,0.15,271,16.71,33.24,0.0,1509.9243033428777
30.261,-89.08007,2025-01-16 21:00:00,0.2,2.59,5,,,,,2.0,0.08,25,15.53,32.35,0.2014621554748501,1505.257386933044
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,2.0,0.26,269,17.3,33.53,0.20145872547346916,1512.0368377573495
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,2.0,0.14,276,16.83,33.49,0.20145916207746495,1510.5780607383467
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,4.0,0.18,281,17.27,33.56,0.40291925794040717,1511.9847810621677
30.261,-89.08007,2025-01-16 21:00:00,0.2,2.59,5,,,,,4.0,0.04,275,15.5,32.46,0.40292611803610634,1505.2938700368147
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,4.0,0.1,285,17.19,33.71,0.4029201311609579,1511.9167933642657
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,6.0,0.12,285,17.26,33.57,0.6043815974485386,1511.9696473723309
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,6.0,0.07,291,17.57,34.06,0.6043829072956914,1513.4513248475012
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,8.0,0.05,303,17.69,34.31,0.8058474905344138,1514.094203416511
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,8.0,0.09,287,17.27,33.6,0.805845744045588,1512.0371596442878
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,10.0,0.03,329,17.6,34.41,1.0073138809223379,1513.9457183061263
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,10.0,0.07,294,17.27,33.61,1.0073116977843035,1512.0519273827215
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,12.0,0.02,347,17.34,34.45,1.2087820785096997,1513.2235498965454
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,12.0,0.06,308,17.27,33.61,1.208779458707386,1512.0552730943712
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,15.0,0.05,337,17.28,33.62,1.5109844886747874,1512.1016025234376
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,20.0,0.04,346,17.29,33.55,2.014668575243088,1512.0599078375799
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,0.0,0.28,262,17.3,33.53,0.0,1512.0334920977218
30.261,-89.08007,2025-01-16 21:00:00,0.2,2.59,5,,,,,0.0,0.25,171,15.6,32.34,0.0,1505.462118190929
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,0.0,0.15,271,16.71,33.24,0.0,1509.9243033428777
30.261,-89.08007,2025-01-16 21:00:00,0.2,2.59,5,,,,,2.0,0.08,25,15.53,32.35,0.2014621554748501,1505.257386933044
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,2.0,0.26,269,17.3,33.53,0.20145872547346916,1512.0368377573495
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,2.0,0.14,276,16.83,33.49,0.20145916207746495,1510.5780607383467
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,4.0,0.18,281,17.27,33.56,0.40291925794040717,1511.9847810621677
30.261,-89.08007,2025-01-16 21:00:00,0.2,2.59,5,,,,,4.0,0.04,275,15.5,32.46,0.40292611803610634,1505.2938700368147
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,4.0,0.1,285,17.19,33.71,0.4029201311609579,1511.9167933642657
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,6.0,0.12,285,17.26,33.57,0.6043815974485386,1511.9696473723309
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,6.0,0.07,291,17.57,34.06,0.6043829072956914,1513.4513248475012
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,8.0,0.05,303,17.69,34.31,0.8058474905344138,1514.094203416511
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,8.0,0.09,287,17.27,33.6,0.805845744045588,1512.0371596442878
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,10.0,0.03,329,17.6,34.41,1.0073138809223379,1513.9457183061263
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,10.0,0.07,294,17.27,33.61,1.0073116977843035,1512.0519273827215
30.07574,-88.79614,2025-01-16 21:00:00,0.3,2.69,4,,,,,12.0,0.02,347,17.34,34.45,1.2087820785096997,1513.2235498965454
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,12.0,0.06,308,17.27,33.61,1.208779458707386,1512.0552730943712
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,15.0,0.05,337,17.28,33.62,1.5109844886747874,1512.1016025234376
30.048661,-88.581252,2025-01-16 21:00:00,0.34,2.54,-28,,,,,20.0,0.04,346,17.29,33.55,2.014668575243088,1512.0599078375799
30.261,-89.08007,2025-01-17 00:00:00,0.63,3.94,46,,,,,0.0,0.14,174,15.55,32.32,0.0,1505.2821161847369
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,0.0,0.12,301,16.35,32.18,0.0,1507.606607133821
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,0.0,0.21,281,17.23,33.54,0.0,1511.8355849958484
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,2.0,0.22,282,17.25,33.55,0.20145872547346916,1511.9102004743959
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,2.0,0.12,295,16.89,33.52,0.20145916207746495,1510.7937993609783
30.261,-89.08007,2025-01-17 00:00:00,0.63,3.94,46,,,,,2.0,0.06,269,15.53,32.34,0.2014621554748501,1505.2458085650223
30.261,-89.08007,2025-01-17 00:00:00,0.63,3.94,46,,,,,4.0,0.08,233,15.5,32.45,0.40292611803610634,1505.282287803615
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,4.0,0.15,292,17.26,33.57,0.40291925794040717,1511.966301817783
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,4.0,0.1,297,17.41,33.88,0.4029201311609579,1512.7677003566569
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,6.0,0.08,299,17.64,34.17,0.6043829072956914,1513.7837586084747
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,6.0,0.1,290,17.27,33.58,0.6043815974485386,1512.0109701545546
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,8.0,0.08,292,17.27,33.6,0.805845744045588,1512.0371596442878
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,8.0,0.05,299,17.7,34.36,0.8058474905344138,1514.180640478435
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,10.0,0.07,301,17.27,33.61,1.0073116977843035,1512.0519273827215
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,10.0,0.02,286,17.62,34.44,1.0073138809223379,1514.0390130001686
30.07574,-88.79614,2025-01-17 00:00:00,0.74,5.82,38,,,,,12.0,0.02,246,17.38,34.48,1.2087820785096997,1513.3767839715174
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,12.0,0.06,318,17.28,33.62,1.208779458707386,1512.0965838224297
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,15.0,0.05,349,17.28,33.63,1.5109844886747874,1512.1130238319574
30.048661,-88.581252,2025-01-17 00:00:00,0.78,6.61,28,,,,,20.0,0.04,344,17.31,33.56,2.014668575243088,1512.1310771315525
